institución,localidad,carrera,activa_inactiva,codigo_actual,nuevo_codigo
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,ENFERMERÍA (TÉCNICA),activa,1687,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,INFORMÁTICA (TÉCNICA),inactiva,1686,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,PREESCOLAR (TÉCNICA),activa,1697,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,PRODUCCIÓN INDUSTRIAL (TÉCNICA),activa,1691,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,1695,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,2536,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,2535,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,ADMINISTRACIÓN Y GESTIÓN DE INDUSTRIAS ENERGÉTICAS,inactiva,2537,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,COMERCIO EXTERIOR (TÉCNICA),activa,2539,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,2534,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,ELECTRÓNICA,activa,2541,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,ELECTRÓNICA INDUSTRIAL,inactiva,2532,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,ENFERMERÍA (TÉCNICA),activa,2500,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,INFORMÁTICA (TÉCNICA),activa,2542,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,PREESCOLAR (TÉCNICA),activa,2540,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,PRODUCCIÓN INDUSTRIAL (TÉCNICA),activa,2533,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAIBO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,2538,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,5236,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,5232,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,ELECTRÓNICA,activa,5238,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,ELECTRÓNICA INDUSTRIAL,inactiva,5234,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,ENFERMERÍA (TÉCNICA),activa,5223,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,INFORMÁTICA (TÉCNICA),activa,5233,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,MERCADEO (TÉCNICA),activa,5237,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN MARACAY,PRODUCCIÓN INDUSTRIAL (TÉCNICA),activa,5235,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),inactiva,2800,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,ADMINISTRACIÓN DE PERSONAL (TÉCNICA),activa,2792,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,2790,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,2801,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,COMERCIO EXTERIOR (TÉCNICA),inactiva,2791,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,CONTROL DE CALIDAD,activa,2793,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,DISEÑO GRÁFICO (TÉCNICA),inactiva,2798,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,DISEÑO INDUSTRIAL (TÉCNICA),activa,2797,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,2789,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,ELECTRICIDAD (TÉCNICA),activa,2796,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,ENFERMERÍA (TÉCNICA),activa,2788,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,INFORMÁTICA (TÉCNICA),inactiva,2795,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,PREESCOLAR (TÉCNICA),activa,2794,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN PUERTO LA CRUZ,SECRETARÍA,inactiva,2799,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,3309,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,3308,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,ELECTRICIDAD (TÉCNICA),activa,3310,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,ELECTRÓNICA,activa,3311,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,ELECTRÓNICA INDUSTRIAL,inactiva,3306,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,ENFERMERÍA (TÉCNICA),activa,3307,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,INFORMÁTICA (TÉCNICA),activa,1699,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,EXTENSIÓN SAN CRISTÓBAL,MERCADEO (TÉCNICA),activa,3312,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),inactiva,5243,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,5242,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,CONTROL DE CALIDAD,activa,5246,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,5244,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,ELECTRÓNICA,activa,5248,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,ELECTRÓNICA INDUSTRIAL,inactiva,5239,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,ENFERMERÍA (TÉCNICA),activa,5241,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,INFORMÁTICA (TÉCNICA),activa,4264,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,PREESCOLAR (TÉCNICA),activa,5247,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,VALENCIA,PRODUCCIÓN INDUSTRIAL (TÉCNICA),activa,5240,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,3268,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,ADMINISTRACIÓN TRIBUTARIA,inactiva,3270,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,ADMINISTRACIÓN Y PLANIFICACIÓN DE EMPRESAS AGROPECUARIAS,inactiva,3269,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,CONTADURÍA (TÉCNICA),inactiva,3246,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,EDUCACIÓN MENCIÓN EDUCACIÓN INTEGRAL (TECNICA),inactiva,3271,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,3272,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,ENFERMERÍA (TÉCNICA),activa,3267,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,INFORMÁTICA (TÉCNICA),activa,3266,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,RUBIO,TURISMO Y HOTELERÍA,inactiva,341,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARILIS MÉNDEZ,APURE,CONSTRUCCIÓN CIVIL (TÉCNICA),activa,1650,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARILIS MÉNDEZ,APURE,CONTADURÍA (TÉCNICA),activa,1651,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARILIS MÉNDEZ,APURE,INFORMÁTICA (TÉCNICA),activa,273,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,CONTABILIDAD COMPUTARIZADA,activa,1484,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,CONTADURÍA (TÉCNICA),activa,1483,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,EDUCACIÓN INTEGRAL (TÉCNICA),activa,1482,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1481,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,INFORMÁTICA (TÉCNICA),activa,1462,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,MERCADOTECNIA,activa,1480,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,SECRETARÍA,activa,1479,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,EXTENSIÓN CARORA,TRABAJO SOCIAL (TÉCNICA),activa,1485,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,CONTABILIDAD COMPUTARIZADA,activa,60,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,CONTADURÍA (TÉCNICA),activa,3285,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,EDUCACIÓN INTEGRAL (TÉCNICA),inactiva,3301,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,3300,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,INFORMÁTICA (TÉCNICA),activa,3299,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,MERCADOTECNIA,activa,3303,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,SECRETARÍA,activa,3305,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,TRABAJO SOCIAL (TÉCNICA),activa,3304,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,VALERA,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,3302,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,AMPLIACIÓN GUANARE,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1787,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,AMPLIACIÓN GUANARE,ANÁLISIS DE SISTEMAS (TÉCNICA),activa,1785,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,AMPLIACIÓN GUANARE,ELECTRÓNICA,activa,1786,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,EXTENSIÓN ACARIGUA,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,4779,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,EXTENSIÓN ACARIGUA,ANÁLISIS DE SISTEMAS (TÉCNICA),activa,4777,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,EXTENSIÓN ACARIGUA,ELECTRÓNICA,activa,4778,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,VALENCIA,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,397,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,VALENCIA,ANÁLISIS DE SISTEMAS (TÉCNICA),activa,5212,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PARA LA INFORMÁTICA,VALENCIA,ELECTRÓNICA,activa,5213,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,ADMINISTRACIÓN BANCARIA Y FINANCIERA (TÉCNICA),activa,5202,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,5203,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,ADMINISTRACIÓN: CONTABILIDAD DE COSTOS,activa,5201,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,COMUNICACIONES Y ELECTRÓNICA (TÉCNICA),activa,5198,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,DISEÑO GRÁFICO (TÉCNICA),activa,5199,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,INFORMÁTICA (TÉCNICA),activa,5197,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,CAGUA,TECNOLOGÍA DE ALIMENTOS (TÉCNICA),activa,5200,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,ADMINISTRACIÓN (TÉCNICA),inactiva,1783,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,ADMINISTRACIÓN ADUANERA (TÉCNICA),activa,1784,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,ADMINISTRACIÓN: CONTADURÍA,activa,1456,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,EDUCACIÓN MENCIÓN EDUCACIÓN INTEGRAL (TÉCNICA),activa,1778,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,EDUCACIÓN MENCIÓN EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1782,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,INFORMÁTICA (TÉCNICA),activa,1779,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,INSTRUMENTACIÓN,activa,1781,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,MANTENIMIENTO INDUSTRIAL,activa,1780,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN COSTA ORIENTAL DEL LAGO,RELACIONES INDUSTRIALES (TÉCNICA),activa,1476,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,ADMINISTRACIÓN (TÉCNICA),inactiva,4426,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,ADMINISTRACIÓN ADUANERA (TÉCNICA),activa,4432,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,ADMINISTRACIÓN: CONTADURÍA,activa,4431,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,EDUCACIÓN MENCIÓN EDUCACIÓN INTEGRAL (TECNICA),inactiva,4430,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,EDUCACIÓN MENCIÓN EDUCACIÓN PREESCOLAR (TÉCNICA),activa,4429,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,INFORMÁTICA (TÉCNICA),activa,4427,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,INSTRUMENTACIÓN,activa,4428,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,EXTENSIÓN PUERTO ORDAZ,MANTENIMIENTO INDUSTRIAL,activa,4425,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,ADMINISTRACIÓN (TÉCNICA),inactiva,2528,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,ADMINISTRACIÓN ADUANERA (TÉCNICA),activa,2530,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,ADMINISTRACIÓN: CONTADURÍA,activa,2531,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,EDUCACIÓN MENCIÓN EDUCACIÓN INTEGRAL (TECNICA),activa,2527,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,EDUCACIÓN MENCIÓN EDUCACIÓN PREESCOLAR (TÉCNICA),activa,2526,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,INFORMÁTICA (TÉCNICA),activa,2523,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,INSTRUMENTACIÓN,activa,2525,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,MANTENIMIENTO INDUSTRIAL,activa,2524,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,MARACAIBO,RELACIONES INDUSTRIALES (TÉCNICA),activa,2529,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,ADMINISTRACIÓN: SISTEMAS ADMINISTRATIVOS Y CONTABLES,activa,133,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,COMERCIO EXTERIOR (TÉCNICA),activa,613,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,CONTABILIDAD COMPUTARIZADA,activa,1752,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,DISEÑO DE MODAS,activa,1694,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,DISEÑO GRÁFICO (TÉCNICA),activa,1776,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,ELECTRÓNICA,activa,1777,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,ENFERMERÍA (TÉCNICA),activa,1707,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,INFORMÁTICA (TÉCNICA),activa,1771,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,MERCADOTECNIA,activa,1390,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,PREESCOLAR (TÉCNICA),activa,1772,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,PSICOPEDAGOGÍA (TÉCNICA),activa,1773,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,PUBLICIDAD Y RELACIONES PÚBLICAS (TÉCNICA),activa,1407,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,AMPLIACIÓN CABIMAS,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,1774,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,ADMINISTRACIÓN: SISTEMAS ADMINISTRATIVOS Y CONTABLES,activa,2515,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,COMERCIO EXTERIOR (TÉCNICA),activa,2514,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,CONTABILIDAD COMPUTARIZADA,activa,311,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,DISEÑO DE MODAS,activa,2508,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,DISEÑO GRÁFICO (TÉCNICA),activa,2507,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,ELECTRÓNICA,activa,2506,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,ENFERMERÍA (TÉCNICA),activa,2509,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,INFORMÁTICA (TÉCNICA),activa,2505,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,MERCADOTECNIA,activa,2513,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,PREESCOLAR (TÉCNICA),activa,2510,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,PSICOPEDAGOGÍA (TÉCNICA),activa,2511,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,PUBLICIDAD Y RELACIONES PÚBLICAS (TÉCNICA),activa,278,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,MARACAIBO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,2512,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA RUFINO BLANCO FOMBONA,GUATIRE,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,3883,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA RUFINO BLANCO FOMBONA,GUATIRE,ADMINISTRACIÓN TRIBUTARIA,activa,3886,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA RUFINO BLANCO FOMBONA,GUATIRE,CONTADURÍA (TÉCNICA),activa,3885,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA RUFINO BLANCO FOMBONA,GUATIRE,INFORMÁTICA (TÉCNICA),activa,3882,
